1,0 
2,394928 
2,792602 
3,819832 
3,1191755 
2,1441399 
3,1530679 
3,1538601 
4,1795528 
4,1938372 
4,2047269 
5,2083779 
6,2114625 
6,2347403 
7,2393234 
7,2432060 
8,2454988 
9,2503654 
10,2510566 
11,2532899 
11,2570151 
12,2620020 
12,2652363 
11,2771825 
12,2861604 
13,2889662 
13,2917217 
14,2924607 
15,2938256 
15,2985753 
16,2993923 
17,2996608 
17,3002802 
16,3071165 
17,3077768 
18,3082534 
19,3090296 
20,3096039 
18,3149373 
19,3164523 
18,3227793 
17,3355627 
18,3373268 
18,3408241 
19,3409191 
20,3425143 
20,3474769 
21,3486041 
21,3497709 
22,3499666 
21,3544528 
20,3600761 
20,3605386 
20,3629263 
21,3636866 
22,3672439 
22,3676881 
18,3762738 
18,3830389 
18,3866334 
19,3873558 
20,3875764 
21,3876281 
22,3877312 
23,3883032 
24,3885791 
25,3889837 
26,3908198 
27,3937660 
28,3971273 
29,3974563 
29,3998789 
30,4005516 
28,4048617 
29,4054036 
30,4060278 
31,4067193 
30,4091675 
31,4094514 
32,4096283 
31,4127047 
32,4128405 
33,4132563 
34,4145969 
34,4149335 
35,4184998 
34,4212121 
35,4212662 
36,4221319 
36,4238306 
37,4241364 
37,4246450 
36,4309010 
37,4329979 
38,4331323 
39,4331856 
40,4359155 
41,4362135 
42,4365581 
42,4375193 
43,4380045 
44,4382377 
45,4394729 
45,4396761 
46,4414737 
47,4421339 
48,4428517 
49,4429344 
50,4430394 
50,4436516 
51,4440759 
52,4457582 
53,4468884 
46,4496208 
47,4504956 
48,4508039 
48,4530680 
49,4531421 
50,4542325 
50,4565755 
50,4568327 
51,4574148 
51,4577090 
51,4591143 
52,4592319 
51,4613656 
52,4617149 
53,4620979 
54,4626252 
55,4629238 
56,4645955 
56,4658505 
56,4659098 
55,4685198 
56,4691070 
57,4691071 
55,4722991 
56,4724105 
57,4728612 
55,4739747 
56,4741686 
56,4752498 
57,4753807 
57,4755407 
58,4755981 
59,4762252 
60,4774621 
60,4794033 
61,4802019 
62,4812881 
63,4815171 
63,4817161 
62,4826168 
63,4837042 
64,4838156 
62,4861069 
63,4863014 
64,4879220 
65,4880542 
66,4880854 
67,4883044 
68,4888403 
69,4889464 
70,4889615 
71,4901472 
72,4901543 
73,4910365 
73,4921740 
74,4927630 
72,4940351 
73,4946416 
74,4954637 
75,4955579 
76,4959715 
77,4963610 
76,4969313 
76,4974926 
77,4975591 
78,4976702 
78,4983733 
79,4984292 
77,5004810 
78,5006688 
79,5008504 
80,5013401 
80,5021915 
80,5029878 
79,5034406 
79,5036109 
78,5050479 
79,5061437 
80,5062229 
80,5069613 
81,5072112 
81,5080815 
82,5084112 
83,5092938 
83,5101136 
84,5107871 
85,5109238 
84,5126059 
85,5126695 
86,5127830 
87,5129256 
88,5129658 
87,5139493 
87,5160722 
88,5162038 
89,5164310 
90,5164570 
90,5168368 
91,5168468 
91,5170935 
92,5171207 
93,5172388 
92,5186735 
93,5194261 
94,5194472 
93,5199489 
94,5200238 
95,5209201 
96,5211010 
97,5214501 
94,5231429 
94,5237863 
95,5240661 
96,5240993 
97,5242041 
98,5243042 
99,5243374 
100,5244077 
100,5254777 
101,5257003 
102,5257213 
101,5265583 
102,5267404 
103,5274760 
104,5277588 
105,5289294 
105,5292319 
106,5292763 
107,5293891 
106,5297773 
107,5299733 
108,5304087 
109,5316543 
110,5323315 
109,5332763 
109,5341097 
108,5350198 
109,5351846 
110,5357254 
110,5357678 
110,5359567 
109,5362356 
110,5364569 
111,5366923 
111,5371555 
112,5374451 
113,5376720 
114,5377335 
115,5378736 
115,5380096 
116,5382506 
117,5383421 
118,5385935 
119,5391913 
120,5394639 
121,5397819 
121,5399866 
122,5402836 
123,5403567 
124,5405065 
125,5406647 
125,5408184 
126,5408756 
127,5410315 
128,5411341 
129,5411649 
130,5411943 
131,5413066 
132,5415941 
132,5417962 
131,5423795 
132,5427744 
133,5429502 
134,5429665 
132,5453238 
133,5453450 
134,5455045 
135,5464063 
134,5470472 
134,5474684 
135,5475655 
136,5476606 
137,5477704 
138,5477834 
139,5479420 
140,5480599 
141,5482316 
139,5487070 
139,5489429 
140,5490551 
140,5493732 
139,5503209 
138,5511927 
138,5516335 
139,5517217 
140,5517702 
141,5518769 
142,5522789 
143,5523349 
144,5525055 
144,5527091 
145,5529156 
146,5529356 
146,5533705 
145,5552898 
146,5553689 
147,5555046 
147,5559567 
148,5560043 
148,5560960 
148,5561701 
149,5562480 
150,5563907 
150,5564907 
151,5566850 
151,5568410 
151,5577962 
152,5579168 
153,5579369 
153,5579889 
154,5579972 
151,5591097 
152,5593618 
153,5595965 
154,5597223 
155,5600097 
156,5600505 
157,5602555 
155,5613504 
154,5628227 
155,5628844 
155,5629188 
156,5629758 
157,5630500 
157,5638335 
156,5650368 
157,5651679 
158,5655009 
158,5655449 
159,5657388 
160,5664822 
161,5665662 
160,5668724 
161,5673758 
161,5676699 
161,5682812 
162,5683058 
163,5685056 
162,5690515 
162,5699470 
163,5699618 
164,5705635 
164,5708233 
165,5711358 
165,5713548 
165,5717055 
166,5723613 
167,5727832 
168,5728524 
169,5729184 
170,5730110 
