1,0 
2,418594 
3,434679 
3,892315 
2,1102124 
3,1285836 
4,1492879 
3,1744377 
4,1798458 
4,1939527 
5,1998606 
6,2088928 
7,2093240 
7,2228972 
6,2406668 
7,2469976 
8,2479401 
9,2483477 
9,2551990 
10,2560547 
11,2575749 
11,2632547 
12,2660073 
11,2796928 
12,2804406 
13,2823781 
13,2855855 
14,2889113 
15,2898974 
16,2926665 
17,2944214 
18,2968762 
19,2970047 
18,3018324 
19,3024636 
20,3029407 
18,3118157 
16,3193059 
17,3227167 
17,3246654 
17,3326240 
18,3353955 
19,3354420 
20,3373097 
19,3413766 
20,3416811 
21,3422836 
20,3472915 
17,3567129 
17,3568249 
16,3592454 
16,3630144 
16,3649440 
17,3666506 
18,3687743 
18,3729110 
19,3758526 
20,3758684 
21,3793997 
21,3813396 
22,3819558 
21,3897387 
22,3904119 
19,4010054 
19,4020298 
18,4034269 
19,4049523 
19,4078265 
20,4089642 
21,4090331 
22,4116176 
23,4121820 
24,4138760 
24,4187410 
24,4199340 
25,4215599 
23,4276592 
23,4325089 
24,4325812 
24,4360947 
23,4394791 
23,4399746 
22,4459966 
23,4460074 
22,4522859 
23,4525058 
23,4546290 
24,4565262 
25,4566325 
26,4571379 
27,4584920 
28,4596422 
27,4631776 
28,4632983 
28,4643177 
28,4659410 
29,4660424 
30,4663816 
31,4675356 
32,4681517 
30,4703973 
30,4722703 
29,4773296 
30,4773630 
31,4780094 
32,4780402 
33,4784553 
34,4788647 
33,4816474 
33,4833004 
34,4874893 
34,4891572 
35,4892399 
35,4930409 
35,4932899 
36,4949908 
35,5000461 
35,5014356 
36,5063332 
35,5068713 
36,5073713 
37,5084319 
38,5120099 
38,5128240 
38,5162961 
39,5164369 
38,5172692 
38,5177628 
39,5184578 
39,5192334 
39,5233216 
37,5256737 
32,5318229 
32,5331525 
33,5347731 
34,5369814 
35,5371603 
36,5377395 
35,5381971 
36,5382830 
33,5402759 
34,5405436 
35,5410046 
34,5447602 
35,5470518 
36,5471121 
37,5473497 
38,5474340 
39,5477422 
39,5485911 
40,5496064 
39,5506270 
40,5524058 
41,5533105 
41,5537078 
40,5566350 
41,5567596 
42,5573615 
43,5586005 
44,5597251 
44,5607411 
45,5608146 
46,5608872 
47,5613336 
46,5628470 
47,5630586 
48,5639710 
49,5651061 
46,5703075 
47,5723045 
46,5734003 
47,5736505 
48,5751312 
49,5758377 
50,5759418 
48,5780084 
46,5793107 
46,5801034 
47,5809622 
48,5810273 
49,5824858 
50,5836193 
50,5840597 
51,5854037 
52,5859070 
53,5859619 
53,5881601 
54,5883104 
55,5904355 
56,5904384 
57,5915105 
58,5916562 
58,5929284 
58,5938236 
59,5942016 
60,5944215 
60,5958446 
61,5967511 
60,5977250 
58,6005736 
56,6020653 
56,6056249 
57,6059036 
58,6061830 
59,6067569 
60,6070585 
61,6074128 
60,6077088 
58,6082254 
59,6087495 
59,6091898 
60,6092433 
61,6095744 
57,6145095 
58,6157867 
57,6176914 
54,6202109 
55,6202753 
53,6217072 
53,6231806 
53,6238282 
52,6262525 
53,6268299 
54,6269271 
55,6275519 
56,6277633 
57,6284331 
58,6285899 
59,6301436 
60,6305480 
60,6320542 
60,6332229 
60,6339269 
60,6350074 
60,6357275 
61,6357422 
60,6373961 
61,6379291 
62,6380001 
63,6381459 
63,6388450 
64,6391267 
65,6391308 
66,6392807 
67,6393758 
68,6397779 
68,6405983 
69,6414170 
68,6417755 
69,6418082 
70,6421737 
68,6453533 
68,6459459 
69,6461719 
70,6462361 
71,6462922 
70,6466180 
71,6473783 
72,6479410 
73,6483230 
74,6483527 
75,6484072 
74,6498697 
72,6511430 
73,6514674 
73,6516505 
72,6525136 
69,6561308 
69,6570946 
69,6571511 
69,6572884 
70,6574497 
70,6583362 
71,6592605 
72,6597106 
73,6601806 
73,6620231 
74,6621458 
75,6624738 
75,6636450 
76,6640403 
72,6677499 
72,6680607 
70,6695325 
68,6717300 
68,6720823 
69,6726225 
70,6727320 
71,6744726 
72,6747446 
72,6752376 
73,6761507 
73,6768765 
74,6772566 
75,6772835 
76,6773380 
77,6777651 
77,6785883 
77,6794032 
78,6796820 
78,6797979 
78,6808895 
79,6810291 
80,6818391 
80,6824851 
81,6831491 
81,6840902 
81,6846063 
82,6849555 
83,6851379 
84,6856005 
85,6860812 
86,6863875 
86,6869276 
85,6874326 
86,6874614 
87,6878080 
88,6879925 
88,6881999 
88,6882912 
87,6897300 
88,6901949 
89,6904354 
90,6904587 
91,6905942 
90,6910582 
91,6913232 
92,6919320 
92,6932933 
93,6935385 
93,6942831 
93,6945032 
94,6950349 
92,6967930 
93,6970020 
94,6974302 
94,6982288 
92,6986679 
93,6987689 
94,6992544 
90,6999580 
90,7007062 
86,7031008 
87,7038141 
88,7047174 
84,7069263 
84,7075010 
85,7077956 
84,7082489 
84,7087158 
81,7106991 
82,7111849 
82,7113435 
82,7113700 
82,7123431 
83,7128453 
83,7130162 
84,7130409 
85,7149767 
86,7155009 
87,7155178 
88,7156248 
89,7157110 
90,7162329 
90,7173760 
90,7176756 
89,7182067 
89,7188248 
90,7191828 
90,7193303 
91,7196916 
91,7198261 
92,7201159 
92,7202738 
92,7209374 
93,7213787 
94,7215272 
95,7219406 
94,7226592 
95,7228180 
95,7230763 
96,7231396 
97,7236501 
98,7236905 
99,7240633 
98,7248459 
99,7250868 
100,7252596 
101,7256372 
102,7257163 
103,7263589 
104,7273491 
105,7273930 
106,7273983 
106,7275321 
107,7277887 
107,7285103 
107,7285456 
107,7302342 
108,7302372 
109,7302938 
110,7304555 
111,7307386 
112,7312597 
113,7315256 
114,7316613 
115,7316818 
116,7319071 
116,7326875 
117,7329568 
116,7332669 
117,7334891 
118,7336814 
119,7343125 
119,7350866 
117,7370195 
114,7380326 
115,7381163 
115,7385083 
115,7396770 
116,7397596 
116,7408120 
117,7412381 
116,7415274 
117,7418722 
118,7420261 
118,7423640 
119,7426786 
120,7427265 
121,7429470 
121,7429985 
121,7436563 
122,7437333 
123,7441358 
124,7443893 
124,7445920 
124,7451375 
122,7462842 
121,7469603 
122,7469984 
118,7484779 
117,7488937 
118,7494624 
118,7503733 
118,7506942 
114,7519546 
114,7526103 
115,7527516 
116,7527607 
117,7535266 
117,7538068 
115,7549928 
116,7554918 
116,7565289 
117,7566337 
118,7567071 
119,7567228 
117,7581698 
118,7582386 
119,7583969 
119,7589025 
118,7593676 
119,7596843 
119,7597642 
120,7600257 
121,7600535 
119,7618116 
120,7620796 
121,7620831 
122,7625296 
123,7628632 
124,7630628 
125,7633856 
126,7635105 
126,7640866 
126,7650223 
126,7653585 
126,7653733 
127,7655459 
127,7657272 
128,7658099 
129,7659889 
130,7670389 
131,7670459 
129,7684859 
130,7688098 
131,7690094 
132,7691073 
132,7695153 
133,7698913 
134,7699708 
135,7700983 
136,7701365 
137,7708531 
138,7710925 
138,7716087 
138,7718758 
139,7719256 
140,7719855 
141,7721660 
142,7723641 
143,7725678 
144,7727790 
145,7727888 
145,7730472 
143,7736802 
144,7746873 
145,7748491 
145,7751689 
146,7751700 
146,7755316 
146,7756886 
143,7762777 
142,7768636 
143,7770879 
144,7770989 
145,7777694 
144,7785663 
138,7812618 
136,7821180 
137,7821460 
137,7830073 
138,7830794 
136,7835603 
136,7839500 
135,7844407 
135,7846665 
136,7848788 
137,7852368 
137,7853335 
137,7856188 
137,7858361 
138,7859082 
139,7860643 
138,7864842 
139,7866519 
140,7866703 
141,7867253 
141,7870467 
142,7872582 
143,7874852 
140,7884073 
139,7891175 
140,7891224 
141,7893643 
142,7898928 
143,7905717 
140,7910139 
140,7912966 
136,7924415 
137,7928601 
138,7929687 
139,7931423 
139,7933249 
140,7933653 
140,7934688 
141,7934742 
142,7934757 
143,7936179 
141,7943312 
142,7943710 
142,7950317 
143,7953930 
143,7965689 
144,7969479 
145,7970515 
145,7974673 
145,7977042 
144,7986241 
145,7987607 
145,7990346 
144,8003942 
145,8006369 
145,8013954 
146,8014452 
146,8017620 
147,8017873 
148,8018673 
146,8026073 
147,8026547 
148,8027983 
146,8032674 
147,8033720 
147,8034498 
147,8036948 
147,8039602 
146,8042750 
144,8051096 
145,8052522 
145,8056883 
146,8060613 
147,8062436 
148,8062800 
149,8064948 
150,8066057 
151,8066224 
151,8070968 
152,8071010 
153,8071682 
154,8072031 
155,8073066 
154,8076885 
155,8081303 
155,8091715 
155,8096004 
155,8101915 
155,8109002 
156,8109505 
156,8111983 
157,8114423 
158,8115032 
159,8116085 
160,8120439 
160,8128302 
158,8132530 
159,8132935 
160,8134818 
161,8135569 
162,8139047 
161,8146066 
162,8146314 
163,8146608 
164,8146952 
164,8148162 
165,8150540 
166,8150937 
166,8159573 
166,8162221 
167,8162599 
168,8162847 
169,8162857 
170,8163313 
171,8167013 
172,8168519 
171,8171201 
170,8175826 
171,8179513 
172,8183232 
169,8194875 
170,8196938 
171,8197170 
172,8197946 
172,8199516 
171,8203282 
171,8204827 
170,8208635 
171,8215047 
172,8218887 
173,8221451 
174,8221539 
173,8226993 
174,8228193 
175,8228479 
176,8229001 
177,8229212 
173,8244791 
173,8245688 
174,8248939 
175,8249994 
176,8253292 
175,8259713 
176,8259729 
174,8264830 
175,8266273 
176,8270124 
176,8275197 
176,8278653 
177,8279855 
178,8283344 
179,8284301 
179,8289867 
180,8291452 
172,8308638 
171,8317537 
170,8321350 
171,8321906 
168,8328350 
168,8329292 
169,8329939 
169,8331966 
168,8333339 
169,8334280 
169,8337264 
170,8337813 
171,8338244 
172,8339327 
173,8341004 
174,8341419 
174,8342209 
175,8346561 
176,8348289 
177,8349280 
174,8362470 
175,8362847 
176,8363102 
177,8366620 
178,8366720 
178,8368250 
179,8368828 
180,8370471 
181,8373352 
180,8376289 
181,8376947 
182,8378246 
183,8380774 
184,8382020 
184,8384528 
185,8384609 
186,8386266 
187,8389623 
187,8395604 
188,8395792 
189,8399563 
190,8401434 
191,8404269 
192,8406648 
193,8408019 
194,8410715 
195,8415387 
195,8417744 
196,8420480 
197,8421159 
198,8421617 
199,8421692 
200,8422953 
201,8424379 
200,8427036 
201,8427566 
202,8428336 
203,8432957 
202,8436376 
203,8437822 
201,8450595 
201,8452348 
200,8457977 
200,8458586 
201,8458783 
200,8463671 
196,8471940 
196,8473222 
196,8475787 
197,8476773 
196,8483484 
197,8487903 
198,8488441 
199,8488620 
199,8493971 
198,8497129 
199,8497371 
198,8507699 
199,8509461 
200,8510464 
198,8526594 
198,8532985 
195,8538185 
195,8539438 
192,8544780 
193,8546429 
194,8546832 
192,8555297 
192,8556531 
193,8557122 
193,8565783 
194,8565858 
195,8569351 
195,8571069 
196,8572512 
197,8573309 
197,8574350 
198,8574904 
199,8575056 
199,8576626 
199,8580811 
200,8581331 
201,8581529 
202,8581549 
202,8585888 
203,8586079 
204,8586080 
205,8588216 
206,8589916 
207,8590743 
206,8594741 
206,8595827 
207,8598412 
208,8599850 
209,8600411 
210,8607122 
211,8607127 
212,8607262 
213,8608300 
214,8608439 
213,8613581 
214,8615875 
215,8615878 
216,8616466 
217,8616912 
218,8616946 
216,8620527 
217,8621867 
218,8622282 
219,8622385 
218,8622920 
218,8625966 
219,8627695 
220,8627842 
221,8630536 
220,8632674 
216,8644021 
217,8645642 
218,8646456 
218,8650619 
217,8658318 
217,8662669 
218,8662760 
219,8663439 
220,8664478 
218,8669033 
219,8669746 
219,8670815 
