Active cases, Time (s) 
2075,3986668
2076,3986679
2076,3986837
2077,3986855
2078,3986882
2078,3986898
2079,3986909
2080,3986960
2080,3987100
2081,3987134
2082,3987461
2082,3987922
2083,3988222
2084,3988488
2085,3988586
2085,3988704
2086,3988744
2087,3988804
2086,3989046
2086,3989291
2085,3989826
2086,3990120
2087,3990368
2088,3990465
2088,3990532
2088,3990738
2088,3990868
2088,3990882
2089,3990886
2090,3991188
2089,3991422
2090,3991428
2090,3991545
2089,3991801
2089,3992041
2088,3992562
2086,3992982
2086,3993416
2087,3993475
2088,3993481
2088,3993722
2089,3993805
2089,3994063
2089,3994434
2090,3994462
2091,3994482
2092,3994526
2092,3994649
2093,3994722
2093,3994883
2094,3994933
2095,3994954
2096,3995000
2095,3995195
2095,3995373
2094,3995412
2095,3995465
2096,3995514
2097,3995611
2097,3995673
2098,3995803
2099,3995858
2097,3996132
2098,3996233
2099,3996373
2098,3997133
2099,3997328
2100,3997440
2100,3997967
2100,3998295
2101,3998358
2102,3998481
2102,3998950
2103,3999098
2104,3999105
2104,3999215
2105,3999235
2105,3999290
2106,3999296
2107,3999412
2108,3999487
2109,3999547
2109,3999694
2110,3999832
2111,4000017
2112,4000127
2113,4000152
2114,4000167
2114,4000168
2114,4000374
2115,4000494
2116,4000569
2116,4000868
2115,4001243
2114,4001537
2115,4001963
2116,4001992
2116,4002073
2116,4002381
2117,4002441
2118,4002443
2118,4002671
2118,4002700
2119,4002845
2120,4002858
2121,4002912
2121,4002961
2122,4002987
2123,4003017
2123,4003323
2124,4003372
2125,4003403
2124,4003845
2125,4003868
2124,4004074
2125,4004177
2126,4004284
2125,4004891
2126,4004915
2126,4004938
2123,4005203
2123,4005217
2124,4005262
2124,4005519
2125,4005616
2125,4005805
2125,4005919
2125,4006041
2126,4006051
2125,4006254
2124,4006263
2125,4006287
2126,4007074
2126,4007387
2123,4007665
2123,4007946
2124,4008058
2125,4008360
2126,4008394
2127,4008425
2128,4008440
2129,4008944
2130,4008958
2131,4009063
2131,4009230
2132,4009267
2132,4009386
2133,4010277
2133,4010385
2133,4010424
2134,4010461
2134,4010509
2135,4010530
2136,4010541
2136,4010587
2137,4010614
2136,4010819
2136,4011097
2137,4011374
2138,4011394
2139,4011426
2139,4011923
2140,4012008
2141,4012287
2140,4012373
2138,4012870
2138,4012906
2139,4013088
2138,4013183
2139,4013533
2139,4013825
2140,4013927
2141,4013996
2142,4014033
2141,4014316
2142,4015151
2143,4015380
2143,4015905
2144,4016063
2145,4016272
2145,4016600
2146,4016811
2147,4016953
2148,4017355
2148,4017471
2149,4017645
2150,4017725
2149,4017827
2149,4017868
2150,4017939
2151,4017984
2151,4018316
2151,4018349
2152,4018651
2153,4018774
2153,4019108
2154,4019219
2155,4019474
2153,4019630
2154,4019657
2154,4019712
2155,4019746
2154,4020265
2155,4020498
2156,4020529
2157,4020535
2158,4020547
2159,4020620
2160,4020642
2161,4020815
2162,4020914
2163,4020945
2164,4021024
2164,4021447
2165,4021470
2166,4021652
2167,4021657
2168,4022217
2168,4022483
2169,4022669
2169,4022732
2170,4022944
2171,4023100
2172,4023109
2173,4023865
2174,4023875
2174,4024117
2174,4024159
2175,4024411
2176,4024560
2177,4024609
2177,4024763
2177,4025008
2177,4025042
2177,4025243
2178,4025344
2179,4025513
2180,4025522
2181,4025568
2181,4025572
2182,4025606
2183,4025702
2182,4025900
2180,4026098
2180,4026162
2181,4026235
2181,4026262
2182,4026266
2182,4026307
2182,4026430
2183,4026518
2184,4026578
2185,4026615
2185,4026745
2185,4026937
2185,4027015
2185,4027668
2186,4027801
2187,4028115
2188,4028494
2189,4028512
2189,4028517
2190,4028599
2190,4028722
2191,4029041
2192,4029059
2193,4029144
2194,4029317
2195,4029380
2195,4029616
2196,4029624
2197,4029707
2197,4030244
2198,4030274
2199,4030334
2200,4030403
2201,4030493
2201,4030536
2202,4030694
2203,4030698
2203,4030846
2203,4031100
2204,4031346
2204,4031610
2203,4031737
2203,4031987
2203,4032080
2204,4032109
2203,4032113
2204,4032147
2204,4032348
2204,4032389
2205,4032398
2206,4032477
2207,4032481
2208,4032490
2209,4032548
2210,4032785
2211,4033072
2209,4033260
2210,4033271
2210,4033381
2211,4033407
2210,4033435
2209,4033718
2208,4033861
2208,4034352
2208,4034500
2209,4034761
2209,4034787
2209,4034979
2209,4035045
2210,4035097
2211,4035186
2212,4035312
2213,4035405
2213,4035424
2213,4035903
2214,4036017
2215,4036119
2216,4036228
2217,4036309
2217,4036422
2217,4036782
2217,4036796
2217,4037090
2218,4037243
2219,4037437
2219,4037496
2217,4038284
2218,4038295
2218,4038367
2219,4038512
2220,4038524
2220,4038709
2221,4039044
2221,4039091
2222,4039104
2223,4039127
2223,4039219
2223,4039335
2223,4039736
2224,4039774
2224,4039880
2224,4040138
2225,4040524
2224,4040607
2223,4040655
2224,4040734
2225,4040743
2225,4040874
2226,4041108
2227,4041185
2228,4041199
2228,4041427
2229,4041603
2229,4041880
2230,4042195
2231,4042275
2232,4042362
2233,4042368
2234,4042424
2234,4042605
2234,4042772
2233,4043297
2234,4043327
2234,4043632
2234,4043958
2234,4044268
2234,4044561
2235,4044622
2235,4044641
2235,4044780
2236,4044791
2237,4045078
2238,4045137
2239,4045503
2240,4045550
2241,4045555
2241,4045711
2241,4045901
2241,4046516
2242,4046700
2242,4046780
2241,4047132
2242,4047132
2240,4047593
2240,4047737
2241,4048032
2242,4048173
2242,4048421
2242,4048523
2243,4048527
2243,4048535
2243,4048541
2244,4048742
2245,4049090
2246,4049128
2247,4049308
2247,4049691
2248,4049818
2248,4050115
2249,4050125
2250,4050132
2251,4050343
2252,4050648
2253,4050700
2253,4050911
2254,4050947
2254,4051026
2255,4051036
2256,4051050
2257,4051058
2257,4051191
2256,4051455
2257,4051547
2257,4051788
2258,4051882
2259,4052099
2259,4052434
2259,4052490
2260,4052516
2261,4052539
2262,4053121
2263,4053121
2263,4053144
2262,4053804
2263,4053817
2264,4053843
2264,4053950
2264,4054003
2265,4054050
2266,4054081
2266,4054298
2266,4054324
2267,4054395
2267,4054631
2268,4054671
2268,4054692
2269,4054769
2264,4055245
2263,4055431
2264,4055513
2263,4055630
2264,4055861
2265,4056116
2265,4056373
2265,4056768
2263,4057299
2264,4057331
2265,4057623
2264,4057815
2264,4057890
2265,4057916
2264,4058074
2263,4058138
2264,4058280
2265,4058559
2265,4058718
2265,4058740
2266,4058790
2267,4059025
2268,4059295
2268,4059466
2269,4059634
2270,4059819
2270,4060131
2268,4060941
2269,4061044
2269,4061168
2269,4061316
2269,4061318
2270,4061414
2271,4061436
2271,4061529
2272,4061625
2272,4061720
2273,4061759
2274,4061800
2275,4061923
2273,4062396
2274,4062459
2274,4062662
2274,4062774
2274,4062807
2275,4062850
2276,4062903
2277,4063055
2275,4063871
2275,4064291
2274,4064566
2275,4064656
2275,4064788
2275,4064847
2274,4065074
2274,4065107
2273,4065595
2274,4065751
2273,4066004
2273,4066093
2274,4066295
2274,4066389
2274,4066514
2275,4066574
2276,4066614
2276,4067050
2276,4067144
2276,4067176
2277,4067256
2278,4067341
2279,4067479
2280,4067544
2281,4067958
2282,4067960
2282,4067984
2283,4068044
2282,4068221
2283,4068356
2284,4068379
2285,4068420
2285,4068704
2284,4068791
2285,4068920
2286,4068987
2286,4069063
2287,4069067
2288,4069067
2289,4069085
2289,4069270
2289,4069294
2289,4069444
2290,4069494
2290,4069507
2291,4069521
2292,4069531
2293,4069540
2293,4069645
2293,4069840
2294,4069877
2295,4070007
2295,4070315
2295,4070342
2295,4070391
2296,4070398
2297,4070588
2297,4070767
2296,4070865
2297,4070901
2298,4070907
2299,4070924
2300,4070933
2300,4070945
2299,4071049
2299,4071145
2300,4071218
2300,4071372
2300,4071632
2301,4071829
2302,4071840
2303,4071907
2304,4071939
2305,4071957
2306,4072051
2307,4072101
2308,4072697
2309,4072869
2310,4072900
2311,4072923
2312,4073029
2312,4073114
2311,4073284
2312,4073414
2312,4073852
2310,4073955
2310,4074085
2310,4074428
2310,4074479
2309,4074641
2310,4074777
2310,4074872
2311,4075130
2312,4075279
2313,4075484
2313,4075638
2314,4075687
2314,4075728
2314,4075921
2315,4075947
2315,4076137
2316,4076278
2317,4076308
2317,4076417
2317,4076464
2318,4076480
2317,4076599
2317,4076690
2318,4076754
2319,4076936
2320,4077136
2320,4077249
2321,4077283
2322,4077425
2322,4077521
2322,4077545
2322,4077609
2323,4077629
2324,4077699
2325,4077704
2325,4077801
2326,4077838
2327,4077974
2327,4078208
2327,4078409
2327,4078495
2328,4078497
2329,4078511
2330,4078528
2330,4078631
2329,4078777
2329,4078841
2328,4079323
2329,4079368
2330,4079392
2331,4079779
2331,4080024
2331,4080060
2332,4080100
2332,4080172
2333,4080202
2333,4080217
2333,4080219
2334,4080245
2335,4080384
2336,4080437
2336,4080503
2337,4080527
2338,4080539
2339,4080704
2339,4080718
2340,4080778
2337,4081084
2338,4081137
2339,4081253
2339,4081643
2339,4082308
2340,4082339
2339,4082420
2340,4082427
2339,4082603
2340,4082623
2341,4082708
2342,4082897
2343,4082981
2343,4083013
2343,4083105
2343,4083110
2342,4083399
2340,4084162
2341,4084203
2341,4084330
2339,4084886
2340,4084932
2341,4085229
2342,4085400
2343,4085411
2344,4085531
2344,4085532
2345,4085584
2346,4085714
2347,4085884
2348,4085942
2349,4086044
2350,4086155
2351,4086276
2351,4086284
2352,4086364
2352,4086369
2353,4086400
2353,4086479
2353,4086687
2354,4086773
2354,4086854
2355,4086930
2356,4086938
2356,4086975
2356,4087140
2357,4087696
2358,4087765
2359,4087912
2360,4087958
2361,4088116
2361,4088338
2360,4088480
2361,4088693
2362,4088704
2363,4089059
2363,4089272
2364,4089397
2365,4089448
2366,4089598
2365,4090244
2365,4090334
2366,4090366
2367,4090518
2366,4090697
2365,4090829
2365,4091101
2365,4091121
2365,4091156
2364,4091268
2364,4091337
2364,4091562
2365,4091569
2366,4091631
2367,4091656
2367,4091898
2367,4092043
2368,4092126
2369,4092136
2369,4092306
2369,4092393
2370,4092468
2370,4092600
2370,4092739
2371,4092819
2372,4092829
2372,4092899
2371,4093112
2371,4093197
2371,4093286
2372,4093391
2373,4093558
2374,4093611
2373,4093921
2373,4094076
2374,4094305
2375,4094439
2376,4094668
2377,4094671
2378,4094796
2378,4094934
2379,4095016
2380,4095020
2380,4095233
2379,4095274
2379,4095925
2380,4095965
2381,4096005
2382,4096070
2382,4096489
2382,4096574
2383,4096613
2384,4096671
2385,4096785
2386,4096800
2386,4096856
2387,4096907
2387,4097088
2387,4097146
2388,4097262
2389,4097320
2390,4097540
2390,4097814
2391,4097921
2390,4097947
2391,4098008
2392,4098114
2393,4098182
2394,4098386
2395,4098486
2394,4098604
2395,4098795
2396,4098809
2397,4098857
2398,4098968
2396,4099527
2396,4099550
2395,4099638
2395,4099643
2395,4099669
2396,4100044
2396,4100053
2395,4100134
2395,4100372
2396,4100455
2396,4100608
2396,4100704
2396,4100805
2397,4101150
2397,4101279
2397,4101298
2394,4101878
2395,4101890
2394,4102130
2395,4102260
2395,4102871
2396,4102938
2396,4102969
2396,4103133
2397,4103167
2397,4103402
2398,4103408
2399,4103650
2397,4103861
2398,4103930
2398,4104219
2398,4104375
2399,4104424
2399,4104744
2399,4104883
2400,4104917
2400,4105003
2401,4105158
2402,4105164
2402,4105169
2401,4105699
2402,4105756
2402,4105812
2402,4105933
2403,4106281
2404,4106540
2403,4106959
2403,4106982
2403,4107592
2403,4107732
2403,4107769
2403,4107950
2404,4108008
2404,4108023
2405,4108217
2406,4108237
2406,4108440
2406,4108560
2406,4108753
2407,4108850
2407,4109478
2408,4109513
2408,4109855
2409,4109887
2410,4109925
2411,4109931
2411,4110032
2412,4110432
2412,4110695
2412,4110821
2413,4110901
2413,4110940
2412,4111058
2413,4111143
2407,4111625
2408,4111629
2409,4111641
2410,4111849
2411,4111916
2409,4112366
2410,4112378
2411,4112409
2411,4112444
2411,4112564
2410,4112568
2410,4112630
2411,4112653
2412,4112825
2413,4112863
2414,4112972
2414,4113224
2415,4113319
2413,4113851
2414,4113908
2414,4113939
2414,4114022
2414,4114035
2414,4114122
2412,4114247
2411,4114878
2412,4115047
2412,4115341
2412,4115816
2413,4115928
2413,4116076
2413,4116298
2414,4116465
2415,4116523
2416,4116638
2417,4116668
2417,4116671
2418,4116675
2419,4116758
2420,4117011
2418,4117316
2418,4117413
2419,4117427
2419,4117984
2418,4118155
2419,4118214
2420,4118287
2419,4118562
2420,4118623
2421,4118800
2422,4119158
2423,4119306
2423,4119411
2423,4119515
2424,4119580
2425,4119710
2426,4119831
2424,4120009
2424,4120045
2425,4120238
2426,4120294
2426,4120371
2426,4120709
2426,4120831
2425,4120925
2426,4121112
2424,4121473
2424,4121551
2425,4121841
2426,4121888
2427,4122595
2427,4122898
2428,4122995
2429,4123012
2430,4123188
2430,4123259
2431,4123355
2432,4123383
2431,4123640
2431,4123718
2432,4123805
2432,4123840
2432,4123946
2432,4124176
2431,4124289
2432,4124555
2433,4124585
2434,4124668
2435,4124685
2435,4124724
2434,4124872
2435,4125054
2434,4125238
2435,4125387
2434,4125937
2435,4125959
2435,4126011
2436,4126052
2437,4126277
2436,4126517
2436,4126737
2436,4126861
2437,4126919
2438,4127224
2438,4127254
2439,4127270
2438,4127486
2438,4127495
2438,4127499
2439,4127503
2439,4127698
2439,4128001
2439,4128289
2439,4128331
2440,4128708
2440,4128883
2439,4128973
2440,4129015
2440,4129091
2441,4129434
2439,4129848
2440,4129885
2441,4129928
2442,4129997
2443,4130045
2444,4130160
2445,4130260
2445,4130304
2446,4130348
2445,4130733
2446,4130876
2444,4131010
2444,4131166
2445,4131400
2446,4131568
2446,4131636
2447,4131781
2448,4131991
2448,4132305
2447,4133032
2447,4133117
2447,4133378
2446,4133449
2447,4133465
2448,4133721
2447,4133793
2448,4133820
2447,4134013
2448,4134083
2446,4134293
2446,4134403
2445,4134714
2446,4134733
2447,4134755
2447,4134796
2448,4134895
2449,4135042
2449,4135097
2449,4135315
2448,4135722
2448,4135959
2449,4136128
2450,4136229
2451,4136234
2452,4136276
2453,4136411
2453,4136530
2453,4136731
2453,4136771
2452,4136964
2453,4136976
2454,4136993
2455,4137086
2456,4137164
2457,4137190
2458,4137288
2459,4137361
2459,4137428
2459,4137435
2459,4137596
2460,4137617
2460,4137621
2461,4137790
2461,4138170
2461,4138323
2462,4138340
2462,4138372
2463,4138421
2463,4138630
2463,4138850
2463,4138977
2464,4138983
2465,4139036
2466,4139125
2467,4139234
2466,4139542
2465,4139716
2464,4139800
2463,4140414
2464,4140522
2464,4140553
2465,4140580
2465,4140653
2465,4140697
2465,4140784
2465,4140818
2466,4140836
2466,4140897
2467,4141026
2467,4141251
2465,4141334
2466,4141372
2465,4141588
2465,4141775
2465,4141910
2464,4142035
2463,4142147
2463,4142208
2463,4142330
2463,4142449
2464,4142513
2463,4142697
2463,4142874
2464,4142921
2464,4143143
2465,4143435
2466,4143491
2467,4143520
2468,4143634
2466,4143872
2466,4143925
2466,4144069
2465,4144134
2465,4144146
2465,4144343
2466,4144458
2466,4144483
2464,4144713
2464,4144773
2464,4144976
2463,4145072
2463,4145281
2464,4145347
2465,4145476
2466,4145762
2466,4145834
2467,4145849
2468,4146079
2469,4146129
2468,4146207
2469,4146323
2470,4146356
2471,4146359
2472,4146475
2473,4146535
2472,4146772
2472,4146969
2473,4147167
2474,4147231
2473,4147491
2474,4147648
2473,4147838
2474,4147860
2475,4147866
2476,4147901
2476,4147905
2477,4147959
2477,4148537
2478,4148547
2479,4148681
2479,4148705
2479,4148981
2479,4149025
2479,4149058
2480,4149153
2480,4149242
2481,4149293
2482,4149311
2483,4149376
2481,4149409
2481,4149412
2482,4149459
2483,4149491
2484,4149637
2485,4149778
2486,4149958
2485,4150143
2486,4150212
2487,4150329
2488,4150551
2489,4150577
2490,4150612
2491,4150714
2491,4150836
2490,4151293
2491,4151350
2491,4151401
2492,4151498
2491,4151668
2492,4151692
2492,4151887
2493,4152229
2494,4152247
2495,4152272
2496,4152401
2496,4152462
2497,4152596
2497,4152624
2497,4152675
2498,4152714
2497,4152852
2498,4152856
2497,4153033
2497,4153298
2498,4153327
2498,4153372
2497,4153573
2498,4153606
2498,4153710
2498,4154576
2499,4154589
2500,4154595
2500,4154669
2500,4154840
2498,4155023
2498,4155121
2499,4155334
2500,4155414
2501,4155520
2502,4155617
2501,4155691
2501,4155780
2502,4155893
2502,4155973
2503,4156089
2504,4156126
2505,4156235
2505,4156243
2505,4156422
2506,4156449
2506,4156603
2507,4156632
2508,4156757
2508,4156857
2508,4156860
2509,4156873
2510,4156966
2511,4157060
2511,4157140
2512,4157231
2512,4157281
2511,4157429
2511,4157441
2512,4157450
2512,4157688
2512,4157869
2512,4157878
2512,4158289
2512,4158292
2512,4158359
2512,4158426
2512,4158489
2512,4158868
2512,4159026
2513,4159026
2513,4159141
2512,4159433
2513,4159483
2513,4159695
2514,4159749
2514,4159923
2512,4160183
2513,4160185
2514,4160196
2513,4160428
2514,4160497
2514,4160505
2514,4160660
2514,4160966
2515,4160991
2515,4161015
2515,4161027
2515,4161156
2516,4161358
2517,4161428
2518,4161633
2518,4161722
2518,4161773
2518,4161898
2519,4161939
2519,4161956
2519,4162050
2520,4162085
2520,4162126
2520,4162189
2521,4162442
2522,4162481
2523,4162553
2524,4162558
2525,4162638
2526,4162915
2526,4162917
2526,4163261
2525,4163510
2525,4163746
2526,4163780
2526,4163912
2527,4164001
2527,4164286
2527,4164333
2527,4164407
2527,4164626
2527,4164655
2526,4165034
2527,4165064
2528,4165087
2529,4165161
2529,4165386
2529,4165618
2529,4165704
2529,4165710
2529,4165726
2529,4165864
2530,4165919
2531,4166454
2530,4166769
2530,4166775
2530,4167029
2528,4167105
2527,4167196
2528,4167460
2529,4167494
2528,4167747
2529,4167789
2529,4167858
2530,4167927
2530,4168228
2530,4168386
2530,4168440
2531,4168495
2532,4168819
2533,4168837
2533,4169005
2534,4169007
2535,4169119
2536,4169127
2536,4169263
2537,4169309
2536,4169468
2537,4169499
2538,4169505
2539,4169565
2540,4169772
2541,4169893
2542,4169946
2541,4170475
2541,4170759
2541,4170838
2541,4170885
2542,4170944
2541,4171121
2542,4171136
2543,4171277
2544,4171371
2544,4171644
2545,4171751
2546,4171832
2546,4172145
2547,4172267
2547,4172313
2548,4172393
2548,4172436
2549,4172592
2549,4172628
2549,4172652
2549,4173329
2550,4173385
2550,4173437
2551,4173543
2550,4173614
2551,4173752
2552,4173929
2553,4173955
2553,4173976
2553,4174139
2552,4174404
2553,4174411
2553,4174550
2553,4174591
2554,4174631
2555,4174765
2556,4174782
2557,4175142
2557,4175146
2557,4175351
2558,4175475
2558,4175612
2559,4175847
2560,4175928
2560,4176138
2560,4176270
2561,4176288
2559,4176644
2559,4176661
2559,4176727
2560,4176884
2561,4176968
2560,4177496
2559,4177574
2557,4177758
2558,4177782
2557,4177836
2557,4177970
2558,4178036
2557,4178515
2557,4178537
2557,4178873
2557,4178883
2557,4178916
2558,4178946
2559,4178948
2559,4179055
2559,4179134
2560,4179446
2561,4179705
2562,4179794
2562,4180010
2561,4180287
2561,4180481
2561,4180551
2562,4180585
2563,4180812
2563,4180874
2563,4180913
2564,4180934
2563,4181640
2563,4181714
2564,4181759
2564,4181982
2564,4182139
2563,4182365
2564,4182443
2564,4182454
2565,4182645
2565,4182712
2565,4182823
2563,4182989
2564,4183012
2564,4183114
2564,4183183
2564,4183225
2565,4183243
2565,4183511
2566,4183633
2567,4183718
2568,4183852
2569,4183916
2569,4184031
2567,4184176
2568,4184284
2568,4184388
2567,4184398
2568,4184451
2569,4184517
2570,4184554
2569,4184731
2569,4184907
2570,4184924
2571,4185004
2571,4185018
2572,4185028
2573,4185082
2574,4185110
2574,4185156
2575,4185453
2575,4185469
2576,4185544
2576,4185618
2577,4185721
2578,4185723
2579,4185727
2578,4185851
2579,4186056
2579,4186141
2580,4186246
2580,4186253
2580,4186529
2581,4186535
2582,4186693
2582,4187051
2583,4187162
2583,4187258
2583,4187270
2584,4187312
2585,4187463
2586,4187660
2586,4187687
2587,4187769
2588,4187879
2589,4187887
2590,4188109
2591,4188365
2589,4188559
2587,4188708
2588,4188868
2589,4188915
2590,4189205
2590,4189280
2588,4189537
2588,4189916
2589,4189923
2589,4190115
2589,4190133
2590,4190210
2590,4190353
2591,4190794
2591,4190981
2591,4191133
2592,4191175
2593,4191271
2593,4191712
2594,4191863
2595,4191871
2596,4191923
2596,4192027
2596,4192085
2596,4192204
2597,4192276
2598,4192348
2597,4192666
2596,4192995
2594,4193108
2593,4193453
2593,4193792
2594,4193870
2595,4193959
2596,4194311
2596,4194635
2596,4194651
2596,4194662
2597,4194674
2597,4194790
2598,4194923
2599,4194938
2600,4195201
2601,4195451
2601,4195780
2600,4196070
2600,4196081
2601,4196114
2602,4196441
2603,4196450
2604,4196520
2605,4196684
2605,4196736
2606,4196742
2607,4196787
2608,4197004
2609,4197106
2610,4197244
2611,4197345
2612,4197446
2612,4197504
2612,4197593
2612,4197663
2613,4197673
2613,4197807
2613,4197807
2614,4197816
2614,4197928
2615,4198225
2616,4198410
2616,4198543
2617,4198753
2617,4199025
2617,4199204
2613,4199461
2610,4200025
2610,4200053
2610,4200063
2610,4200167
2611,4200561
2612,4200631
2612,4200644
2613,4200710
2614,4200783
2614,4201061
2614,4201062
2615,4201069
2616,4201165
2617,4201192
2618,4201227
2618,4201271
2619,4201483
2619,4201509
2620,4201611
2618,4201851
2618,4202138
2619,4202189
2619,4202248
2619,4202391
2619,4202474
2619,4202594
2619,4203067
2620,4203250
2617,4203453
2617,4203692
2617,4203878
2617,4203889
2618,4203953
2618,4204098
2616,4204251
2617,4204472
2617,4204592
2617,4204889
2618,4204999
2618,4205107
2618,4205235
2618,4205367
2619,4205542
2620,4205546
2621,4205852
2621,4206037
2622,4206043
2623,4206119
2623,4206144
2623,4206159
2623,4206173
2624,4206340
2624,4206482
2623,4206681
2624,4206726
2624,4206786
2625,4206791
2626,4206860
2625,4206933
2626,4206950
2626,4207140
2625,4207256
2625,4207411
2625,4207464
2625,4207641
2624,4207766
2624,4207768
2623,4207882
2624,4207970
2625,4208187
2626,4208273
2626,4208478
2626,4208641
2627,4208665
2627,4209106
2627,4209211
2626,4209417
2624,4209610
2624,4209694
2625,4209729
2626,4209775
2626,4209847
2623,4210125
2624,4210294
2624,4210297
2625,4210328
2625,4210360
2624,4210633
2625,4210660
2626,4210703
2626,4210925
2625,4210972
2625,4210997
2625,4211395
2625,4211430
2626,4211553
2626,4211610
2627,4211743
2627,4211792
2627,4211871
2628,4212317
2628,4212421
2629,4212446
2630,4212449
2631,4212458
2631,4212531
2631,4212889
2631,4212950
2632,4213013
2631,4213262
2632,4213288
2632,4213353
2632,4213372
2632,4213438
2633,4213822
2633,4213860
2634,4213963
2635,4214320
2635,4214399
2635,4214423
2636,4214440
2637,4214554
2638,4214572
2638,4214758
2639,4214931
2640,4215116
2639,4215443
2639,4215731
2638,4216049
2638,4216405
2639,4216549
2640,4216723
2640,4216783
2640,4216783
2641,4216851
2641,4217069
2642,4217113
2642,4217161
2643,4217178
2644,4217338
2643,4217582
2644,4217715
2644,4217848
2643,4218013
2642,4218390
2641,4218434
2642,4218747
2642,4219342
2643,4219399
2643,4219538
2644,4219603
2644,4219796
2645,4219872
2645,4219890
2646,4219966
2647,4220059
2648,4220135
2649,4220136
2650,4220224
2651,4220269
2652,4220300
2652,4220335
2652,4220358
2653,4220439
2652,4220567
2652,4220649
2653,4220682
2654,4220751
2655,4220759
2655,4221010
2656,4221018
2654,4221359
2655,4221434
2656,4221501
2656,4221938
2657,4222052
2658,4222140
2659,4222167
2659,4222283
2656,4222689
2656,4222829
2657,4223196
2658,4223303
2658,4223329
2658,4223500
2657,4223981
2657,4224221
2655,4224503
2655,4224622
2656,4224697
2657,4224817
2657,4224982
2658,4225057
2658,4225130
2658,4225228
2659,4225260
2660,4225263
2660,4225345
2660,4225360
2657,4225529
2658,4225535
2659,4225559
2660,4225833
2661,4226050
2661,4226207
2662,4226278
2663,4226338
2663,4226454
2664,4226510
2664,4226868
2665,4226949
2665,4226974
2665,4227169
2666,4227330
2663,4227699
2663,4227716
2663,4227910
2663,4228033
2664,4228311
2664,4228525
2664,4228526
2664,4228558
2665,4228760
2666,4228899
2667,4229020
2668,4229215
2667,4229295
2667,4229377
2668,4229393
2669,4229423
2669,4229501
2668,4229632
2669,4229748
2670,4229873
2670,4230169
2670,4230305
2670,4230373
2669,4230446
2670,4230557
2671,4230637
2669,4230846
2669,4230920
2669,4231020
2670,4231046
2671,4231080
2672,4231087
2673,4231102
2672,4231347
2673,4231350
2673,4231690
2674,4231719
2672,4231968
2672,4232123
2673,4232177
2673,4232267
2673,4232284
2674,4232403
2675,4232437
2676,4232561
2676,4232665
2676,4232678
2677,4232716
2677,4232766
2677,4232814
2677,4232822
2676,4233034
2677,4233356
2678,4233541
2678,4234135
2678,4234146
2679,4234246
2680,4234290
2681,4234363
2681,4234380
2681,4234406
2681,4234569
2681,4234716
2679,4235038
2676,4235621
2677,4235773
2677,4235796
2678,4235905
2679,4236026
2680,4236058
2681,4236184
2681,4236217
2680,4236354
2681,4236391
2682,4236455
2683,4236548
2684,4236726
2685,4236797
2686,4236854
2686,4236958
2687,4237054
2687,4237457
2688,4237537
2687,4237556
2688,4237589
2689,4237599
2689,4237633
2689,4237707
2689,4238111
2690,4238152
2691,4238299
2692,4238337
2693,4238497
2693,4238669
2694,4238717
2695,4238729
2695,4238773
2696,4238845
2697,4238849
2698,4239060
2697,4239177
2697,4239268
2698,4239331
2698,4239613
2699,4239850
2700,4239903
2700,4239907
2701,4239907
2702,4239956
2702,4239980
2703,4240191
2704,4240428
2705,4240461
2705,4240498
2706,4240603
2706,4240850
2707,4240897
2707,4240980
2708,4241063
2708,4241322
2709,4241368
2709,4241468
2709,4241574
2709,4241584
2710,4241622
2710,4241740
2711,4242059
2712,4242225
2713,4242230
2712,4242486
2713,4242598
2714,4242718
2714,4242760
2714,4242976
2714,4243091
2715,4243098
2716,4243136
2717,4243483
2718,4243521
2719,4243768
2719,4243977
2719,4244425
2719,4244673
2719,4244682
2720,4244813
2720,4244827
2721,4245055
2721,4245595
2722,4245688
2722,4245841
2723,4245899
2723,4246099
2723,4246333
2723,4246353
2723,4246424
2723,4246520
2723,4246608
2724,4246644
2724,4246664
2725,4246713
2725,4246795
2724,4246829
2725,4246842
2726,4246895
2725,4247158
2725,4247523
2724,4247592
2723,4247780
2724,4247809
2725,4248263
2725,4248337
2726,4248532
2727,4248598
2727,4248647
2727,4248855
2727,4248885
2728,4248970
2729,4248990
2730,4249194
2731,4249199
2731,4249365
2731,4249439
2732,4249553
2733,4249608
2734,4249773
2735,4249837
2735,4249868
2736,4249917
2736,4249947
2737,4250177
2738,4250209
2738,4250410
2739,4250547
2738,4250621
2739,4250656
2740,4250697
2739,4250788
2739,4251004
2740,4251077
2740,4251310
2739,4251431
2740,4251524
2741,4251539
2740,4251744
2740,4251756
2741,4251925
2741,4252046
2741,4252610
2741,4252923
2742,4253035
2743,4253466
2744,4253499
2745,4253573
2745,4253685
2746,4253688
2746,4253916
2747,4253968
2748,4253990
2749,4254017
2749,4254138
2750,4254162
2750,4254362
2751,4254451
2752,4254483
2753,4254587
2754,4254733
2754,4254979
2755,4255057
2755,4255298
2756,4255353
2757,4255592
2757,4255654
2755,4255792
2756,4255940
2756,4256126
2757,4256127
2757,4256163
2757,4256559
2758,4256609
2757,4257049
2757,4257066
2758,4257112
2758,4257160
2759,4257236
2759,4257458
2760,4257463
2759,4257551
2760,4257622
2761,4257746
2761,4257864
2761,4257870
2762,4257886
2762,4257912
2762,4257977
2763,4258223
2764,4258410
2765,4258458
2766,4258535
